name,nationality,sport,gold,silver,bronze,total
Raquel Gonzalez,ESP,athletics,0,0,0,0
Raquel Kochhann,BRA,rugby sevens,0,0,0,0
Rasa Drazdauskaite,LTU,athletics,0,0,0,0
Rashid Hamad,QAT,shooting,0,0,0,0
Rashid Yunusmetov,KAZ,shooting,0,0,0,0
Rasmus Christian Quaade,DEN,cycling,0,0,1,1
Rasmus Magi,EST,athletics,0,0,0,0
Rasmus Quist,DEN,rowing,0,0,0,0
Rasul Chunayev,AZE,wrestling,0,0,1,1
Ratchanok Intanon,THA,badminton,0,0,0,0
Ratu Nakalevu,FIJ,football,0,0,0,0
Ratu Waranaivalu,FIJ,football,0,0,0,0
Raul Curiel,MEX,boxing,0,0,0,0
Raul Hernandez Hidalgo,CUB,rowing,0,0,0,0
Raul Lopez,MEX,football,0,0,0,0
Raul Machacuay,PER,athletics,0,0,0,0
Raul Must,EST,badminton,0,0,0,0
Raul Pacheco,PER,athletics,0,0,0,0
Raulzinho Neto,BRA,basketball,0,0,0,0
Raven Saunders,USA,athletics,0,0,0,0
Ravinder Khatri,IND,wrestling,0,0,0,0
Ray Bassil,LIB,shooting,0,0,0,0
Rayderley Miguel Zapata,ESP,gymnastics,0,0,0,0
Raymond Kibet,KEN,athletics,0,0,0,0
Raymond Ovinou,PNG,judo,0,0,0,0
Rayssa Costa,BRA,fencing,0,0,0,0
Rayton Nduku Okwiri,KEN,boxing,0,0,0,0
Rebeca Andrade,BRA,gymnastics,0,0,0,0
Rebeca Quinteros Ortiz,ESA,aquatics,0,0,0,0
Rebecca Downie,GBR,gymnastics,0,0,0,0
Rebecca Gallantree,GBR,aquatics,0,0,0,0
Rebecca Henderson,AUS,cycling,0,0,0,0
Rebecca Heyliger,BER,aquatics,0,0,0,0
Rebecca Howard,CAN,equestrian,0,0,0,0
Rebecca James,GBR,cycling,0,2,0,2
Rebecca Ndolo Muambo,CMR,wrestling,0,0,0,0
Rebecca Quinn,CAN,football,0,0,1,1
Rebecca Rolls,NZL,football,0,0,0,0
Rebecca Scown,NZL,rowing,0,1,0,1
Rebecca Tavo,FIJ,rugby sevens,0,0,0,0
Rebeka Koha,LAT,weightlifting,0,0,0,0
Rebekah Stott,NZL,football,0,0,0,0
Rebekah Tiler,GBR,weightlifting,0,0,0,0
Rebekka Haase,GER,athletics,0,0,0,0
Rebii Simon,GBR,canoe,0,0,0,0
Rechael Tonjor,NGR,aquatics,0,0,0,0
Reda Benbaziz,ALG,boxing,0,0,0,0
Redouane Cherifi,ALG,football,0,0,0,0
Reem Mansour,EGY,archery,0,0,0,0
Reem Mohamed Hussein Elsayed kassem,EGY,aquatics,0,0,0,0
Refiloe Jane,RSA,football,0,0,0,0
Regan Gough,NZL,cycling,0,0,0,0
Regan Lamble,AUS,athletics,0,0,0,0
Regan Ware,NZL,rugby sevens,0,0,0,0
Regine Tugade,GUM,athletics,0,0,0,0
Rei Higuchi,JPN,wrestling,0,1,0,1
Reid Coolsaet,CAN,athletics,0,0,0,0
Reidis Ramos,CUB,athletics,0,0,0,0
Reiko Takeda,JPN,equestrian,0,0,0,0
Rein Taaramae,EST,cycling,0,0,0,0
Reina-Flor Okori,GEQ,athletics,0,0,0,0
Reinder Nummerdor,NED,volleyball,0,0,0,0
Reineris Salas Perez,CUB,wrestling,0,0,0,0
Reinier Estpinan,CUB,shooting,0,0,0,0
Reinier Rojas Cohimbra,CUB,volleyball,0,0,0,0
Reinier Torres,CUB,canoe,0,0,0,0
Rejoice Kapfumvuti,ZIM,football,0,0,0,0
Reka Gyorgy,HUN,aquatics,0,0,0,0
Reka-Luca Jani,HUN,tennis,0,0,0,0
Remi Garsau,FRA,aquatics,0,0,0,0
Remi Saudadier,FRA,aquatics,0,0,0,0
Remigijus Kancys,LTU,athletics,0,0,0,0
Renaldas Seibutis,LTU,basketball,0,0,0,0
Renat Saidov,RUS,judo,0,0,0,0
Renata Tobai Sike,HUN,shooting,0,0,0,0
Renato Augusto,BRA,football,1,0,0,1
Renato Portella,BRA,shooting,0,0,0,0
Renato Rezende,BRA,cycling,0,0,0,0
Renaud Lavillenie,FRA,athletics,0,1,0,1
Rene Enders,GER,cycling,0,0,0,0
Rene Holten,DEN,canoe,0,0,0,0
Rene Lopez,COL,equestrian,0,0,0,0
Rene Philippe Kouassi,CIV,archery,0,0,0,0
Rene Pranz,AUT,fencing,0,0,0,0
Rene Tebbel,UKR,equestrian,0,0,0,0
Rene Toft Hansen,DEN,handball,1,0,0,1
Renee Eykens,BEL,athletics,0,0,0,0
Renelle Lamote,FRA,athletics,0,0,0,0
Reneta Kamberova,BUL,gymnastics,0,0,1,1
Renick James,BIZ,judo,0,0,0,0
Renjith Maheswary,IND,athletics,0,0,0,0
Renny Quow,TTO,athletics,0,0,0,0
Renuka Yadav,IND,hockey,0,0,0,0
Renxue Zhu,CHN,athletics,0,0,0,0
Renzo Agresta,BRA,fencing,0,0,0,0
Renzo Leon Garcia,PER,rowing,0,0,0,0
Renzo Tjon-A-Joe,SUR,aquatics,0,0,0,0
Repo Malepe,RSA,football,0,0,0,0
Reshmie Shari Oogink,NED,taekwondo,0,0,0,0
Revazi Nadareishvili,GEO,wrestling,0,0,0,0
Rexford Tullius,ISV,aquatics,0,0,0,0
Reyare Thomas,TTO,athletics,0,0,0,0
Reynier Mena,CUB,athletics,0,0,0,0
Reza Ghasemi,IRI,athletics,0,0,0,0
Reza Mohammad Ali Yazdani,IRI,wrestling,0,0,0,0
Rhian Wilkinson,CAN,football,0,0,1,1
Rhydian Cowley,AUS,athletics,0,0,0,0
Rhys Grant,AUS,rowing,0,0,0,0
Rhys Howden,AUS,aquatics,0,0,0,0
Ria Percival,NZL,football,0,0,0,0
Riau Ega Agatha,INA,archery,0,0,0,0
Ricard Alarcon Tevar,ESP,aquatics,0,0,0,0
Ricardas Berankis,LTU,tennis,0,0,0,0
Ricardas Nekriosius,LTU,canoe,0,0,0,0
Ricardo Esgaio,POR,football,0,0,0,0
Ricardo Gouveia,POR,golf,0,0,0,0
Ricardo Lucarelli,BRA,volleyball,1,0,0,1
Ricardo Ramos,MEX,athletics,0,0,0,0
Ricardo Ribas,POR,athletics,0,0,0,0
Ricardo Santos,BRA,sailing,0,0,0,0
Ricardo Soto,CHI,archery,0,0,0,0
Ricardo Vargas Jacobo,MEX,aquatics,0,0,0,0
Ricardo de Souza,BRA,athletics,0,0,0,0
Riccardo Mazzetti,ITA,shooting,0,0,0,0
Riccardo de Luca,ITA,modern pentathlon,0,0,0,0
Richard Bohus,HUN,aquatics,0,0,0,0
Richard Chambers,GBR,rowing,0,0,0,0
Richard Hildreth,CAN,hockey,0,0,0,0
Richard Hounslow,GBR,canoe,0,1,0,1
Richard John Edward Patterson,NZL,weightlifting,0,0,0,0
Richard Kilty,GBR,athletics,0,0,0,0
Richard Kruse,GBR,fencing,0,0,0,0
Richard Merjan,LIB,canoe,0,0,0,0
Richard Murray,RSA,triathlon,0,0,0,0
Richard Nagy,SVK,aquatics,0,0,0,0
Richard Ringer,GER,athletics,0,0,0,0
Richard Schmidt,GER,rowing,0,1,0,1
Richard Thompson,TTO,athletics,0,0,0,0
Richard Varga,SVK,triathlon,0,0,0,0
Richard Vargas,VEN,athletics,0,0,0,0
Richard Weinberger,CAN,aquatics,0,0,0,0
Richardson Hitchins,HAI,boxing,0,0,0,0
Richelle Stephens,USA,rugby sevens,0,0,0,0
Richer Perez,CUB,athletics,0,0,0,0
Richie Campbell,AUS,aquatics,0,0,0,0
Richie Porte,AUS,cycling,0,0,0,0
Richson Simeon,MHL,athletics,0,0,0,0
Rick Yves Confiance,SEY,weightlifting,0,0,0,0
Rick van der Ven,NED,archery,0,0,0,0
Rickie Fowler,USA,golf,0,0,0,0
Ricky Robertson,USA,athletics,0,0,0,0
Ricky Rubio,ESP,basketball,0,0,1,1
Rico Freimuth,GER,athletics,0,0,0,0
Rie Kaneto,JPN,aquatics,1,0,0,1
Rie Matsubara,JPN,gymnastics,0,0,0,0
Rieko Ioane,NZL,rugby sevens,0,0,0,0
Rigoberto Uran Uran,COL,cycling,0,0,0,0
Riheb Hammami,TUN,sailing,0,0,0,0
Rikako Ikee,JPN,aquatics,0,0,0,0
Riki Harakawa,JPN,football,0,0,0,0
Rikke Moller Pedersen,DEN,aquatics,0,0,1,1
Riley Fitzsimmons,AUS,canoe,0,0,0,0
Rima Kashafutdinova,KAZ,athletics,0,0,0,0
Rio Watari,JPN,wrestling,0,0,0,0
Risako Kawai,JPN,wrestling,1,0,0,1
Risako Mitsui,JPN,aquatics,0,0,2,2
Rishod Sobirov,UZB,judo,0,0,1,1
Ristananna Tracey,JAM,athletics,0,0,0,0
Riste Pandev,MKD,athletics,0,0,0,0
Risto Matas,EST,athletics,0,0,0,0
Rita Keszthelyi,HUN,aquatics,0,0,0,0
Rita Recsei,HUN,athletics,0,0,0,0
Rita Zeqiri,KOS,aquatics,0,0,0,0
Rivaldo Coetzee,RSA,football,0,0,0,0
Riwei Wang,CHN,canoe,0,0,0,0
Riza Kayaalp,TUR,wrestling,0,1,0,1
Rizlen Zouak,MAR,judo,0,0,0,0
Ro Dakuwaqa,FIJ,rugby sevens,1,0,0,1
Rob Mullett,GBR,athletics,0,0,0,0
Robbert Kemperman,NED,hockey,0,0,0,0
Robbie Renwick,GBR,aquatics,0,1,0,1
Robby Andrews,USA,athletics,0,0,0,0
Robeilys Peinado,VEN,athletics,0,0,0,0
Robeisy Ramirez,CUB,boxing,1,0,0,1
Robel Kiros Habte,ETH,aquatics,0,0,0,0
Robenilson de Jesus,BRA,boxing,0,0,0,0
Robert Baran,POL,wrestling,0,0,0,0
Robert Bauer,GER,football,0,1,0,1
Robert Elder,FIJ,archery,0,0,0,0
Robert Farah,COL,tennis,0,0,0,0
Robert Fuchs,POL,rowing,0,0,0,0
Robert Gardos,AUT,table tennis,0,0,0,0
Robert Glinta,ROU,aquatics,0,0,0,0
Robert Grabarz,GBR,athletics,0,0,0,0
Robert Harting,GER,athletics,0,0,0,0
Robert Heffernan,IRL,athletics,0,0,0,0
Robert Hering,GER,athletics,0,0,0,0
Robert Luecken,NED,rowing,0,0,1,1
Robert Manson,NZL,rowing,0,0,0,0
Robert Mateusiak,POL,badminton,0,0,0,0
Robert Meeuwsen,NED,volleyball,0,0,1,1
Robert Micael Gibson,CAN,rowing,0,0,0,0
Robert Mike,HUN,canoe,0,0,0,0
Robert Munn,USA,rowing,0,0,0,0
Robert Paez,VEN,aquatics,0,0,0,0
Robert Renner,SLO,athletics,0,0,0,0
Robert Scheidt,BRA,sailing,0,0,0,0
Robert Skov,DEN,football,0,0,0,0
Robert Sobera,POL,athletics,0,0,0,0
Robert Timothy David Smith,USA,wrestling,0,0,0,0
Robert Tvorogal,LTU,gymnastics,0,0,0,0
Robert Urbanek,POL,athletics,0,0,0,0
Robert Zbogar,SLO,aquatics,0,0,0,0
Robert van der Horst,NED,hockey,0,0,0,0
Roberta Bianconi,ITA,aquatics,0,1,0,1
Roberta Vinci,ITA,tennis,0,0,0,0
Robertas Javtokas,LTU,basketball,0,0,0,0
Roberti Kobliashvili,GEO,wrestling,0,0,0,0
Roberto Acuna,ARG,basketball,0,0,0,0
Roberto Bautista Agut,ESP,tennis,0,0,0,0
Roberto Janet,CUB,athletics,0,0,0,0
Roberto Maehler,BRA,canoe,0,0,0,0
Roberto Sawyers,CRC,athletics,0,0,0,0
Roberto Schmits,BRA,shooting,0,0,0,0
Roberto Skyers,CUB,athletics,0,0,0,0
Robin Erewa,GER,athletics,0,0,0,0
Robin Haase,NED,tennis,0,0,0,0
Robin Middleton,AUS,badminton,0,0,0,0
Robin Neumann,NED,aquatics,0,0,0,0
Robin Pacek,SWE,judo,0,0,0,0
Robin Prendes,USA,rowing,0,0,0,0
Robin Quaison,SWE,football,0,0,0,0
Robin Ramaekers,BEL,archery,0,0,0,0
Robin Seidl,AUT,volleyball,0,0,0,0
Robin Vanderbemden,BEL,athletics,0,0,0,0
Robin de Kruijf,NED,volleyball,0,0,0,0
Robson Conceicao,BRA,boxing,1,0,0,1
Robyn Moodaly,RSA,football,0,0,0,0
Roc Oliva,ESP,hockey,0,0,0,0
Rocco van Rooyen,RSA,athletics,0,0,0,0
Rocio Campigli,ARG,handball,0,0,0,0
Rocio Comba,ARG,athletics,0,0,0,0
Rocio Gutierrez,ESP,hockey,0,0,0,0
Rocio Sanchez,ARG,hockey,0,0,0,0
Rocio Ybarra,ESP,hockey,0,0,0,0
Rodman Teltull,PLW,athletics,0,0,0,0
Rodney Govinden,SEY,sailing,0,0,0,0
Rodolfo Cazaubon,MEX,golf,0,0,0,0
Rodolfo Lombardo Ontiveros Gomez,MEX,volleyball,0,0,0,0
Rodolfo Pizarro,MEX,football,0,0,0,0
Rodrick Kuku,COD,judo,0,0,0,0
Rodrigo Caio,BRA,football,1,0,0,1
Rodrigo Diego,MEX,aquatics,0,0,0,0
Rodrigo Dourado,BRA,football,1,0,0,1
Rodrigo Etchart,ARG,rugby sevens,0,0,0,0
Rodrigo Faustino,BRA,hockey,0,0,0,0
Rodrigo Germade,ESP,canoe,0,0,0,0
Rodrigo Gonzalez,MEX,triathlon,0,0,0,0
Rodrigo Steimbach,BRA,hockey,0,0,0,0
Roel Braas,NED,rowing,0,0,0,0
Rogen Ladon,PHI,boxing,0,0,0,0
Roger Beresford Hudson,RSA,sailing,0,0,0,0
Roger Kluge,GER,cycling,0,0,0,0
Roger Tahull Compte,ESP,aquatics,0,0,0,0
Roger Yves Bost,FRA,equestrian,1,0,0,1
Rogerio Dutra Silva,BRA,tennis,0,0,0,0
Rogier Hofman,NED,hockey,0,0,0,0
Rohan Bopanna,IND,tennis,0,0,0,0
Rohan Dennis,AUS,cycling,0,0,0,0
Roilya Ranaivosoa,MRI,weightlifting,0,0,0,0
Rok Draksic,SLO,judo,0,0,0,0
Rok Stipcevic,CRO,basketball,0,0,0,0
Roko Ukic,CRO,basketball,0,0,0,0
Rolando Palacios,HON,athletics,0,0,0,0
Rolando Saquipay,ECU,athletics,0,0,0,0
Rolands Strobinders,LAT,athletics,0,0,0,0
Rolf-Goran Bengtsson,SWE,equestrian,0,0,0,0
Romain Bardet,FRA,cycling,0,0,0,0
Romain Blary,FRA,aquatics,0,0,0,0
Romain Duguet,SUI,equestrian,0,0,0,0
Roman Anoshkin,RUS,canoe,0,0,1,1
Roman Bondaruk,UKR,shooting,0,0,0,0
Roman Fosti,EST,athletics,0,0,0,0
Roman Moustopoulos,GRE,judo,0,0,0,0
Roman Prodius,MDA,athletics,0,0,0,0
Roman Roeoesli,SUI,rowing,0,0,0,0
Roman Valiyev,KAZ,athletics,0,0,0,0
Roman Vlasov,RUS,wrestling,1,0,0,1
Romana Malacova,CZE,athletics,0,0,0,0
Romano Battisti,ITA,rowing,0,0,0,0
Romario Leitao,STP,athletics,0,0,0,0
Romell Quioto,HON,football,0,0,0,0
Rommel Pacheco,MEX,aquatics,0,0,0,0
Romuald Hausser,SUI,sailing,0,0,0,0
Romy Kasper,GER,cycling,0,0,0,0
Ron Atias,ISR,taekwondo,0,0,0,0
Ron Darmon,ISR,triathlon,0,0,0,0
Ronal Quispe,BOL,athletics,0,0,0,0
Ronald Forbes,CAY,athletics,0,0,0,0
Ronald Kwemoi,KEN,athletics,0,0,0,0
Ronald Musagala,UGA,athletics,0,0,0,0
Ronald Rauhe,GER,canoe,0,0,1,1
Ronald Serugo,UGA,boxing,0,0,0,0
Ronaldas Racinskas,LTU,shooting,0,0,0,0
Ronan Gormley,IRL,hockey,0,0,0,0
Rondel Sorrillo,TTO,athletics,0,0,0,0
Rong Shang,CHN,gymnastics,0,0,0,0
Rong Zhao,CHN,football,0,0,0,0
Roniel Iglesias,CUB,boxing,0,0,0,0
Ronja Sturm,GER,rowing,0,0,0,0
Ronnie Ash,USA,athletics,0,0,0,0
Roope Kakko,FIN,golf,0,0,0,0
Rosa Chacha,ECU,athletics,0,0,0,0
Rosa Godoy,ARG,athletics,0,0,0,0
Rosa Keleku Lukusa,COD,taekwondo,0,0,0,0
Rosa Rodriguez,VEN,athletics,0,0,0,0
Rosane Sibele Budag,BRA,shooting,0,0,0,0
Rosane dos Reis Santos,BRA,weightlifting,0,0,0,0
Rosangela Santos,BRA,athletics,0,0,0,0
Rosannagh Maclennan,CAN,gymnastics,1,0,0,1
Rosaria Aiello,ITA,aquatics,0,1,0,1
Rose Chelimo,BRN,athletics,0,0,0,0
Rose Mary Almanza,CUB,athletics,0,0,0,0
Rose Nathike Lokonyen,ROT,athletics,0,0,0,0
Rose Stackpole,AUS,aquatics,0,0,0,0
Rose Thomas,FRA,rugby sevens,0,0,0,0
Rose Woo,CAN,gymnastics,0,0,0,0
Rosefelo Siosi,SOL,athletics,0,0,0,0
Roseline Filion,CAN,aquatics,0,0,1,1
Rosemary Quispe,BOL,athletics,0,0,0,0
Roser Tarrago Aymerich,ESP,aquatics,0,0,0,0
Rosie White,NZL,football,0,0,0,0
Rosko Specman,RSA,rugby sevens,0,0,1,1
Ross Millington,GBR,athletics,0,0,0,0
Ross Murdoch,GBR,aquatics,0,0,0,0
Rossella Fiamingo,ITA,fencing,0,1,0,1
Rossella Gregorio,ITA,fencing,0,0,0,0
Rostyslav Pevtsov,AZE,triathlon,0,0,0,0
Roukaya Moussa Mahamane,NIG,aquatics,0,0,0,0
Rovshan Bayramov,AZE,wrestling,0,0,0,0
Rowie Webster,AUS,aquatics,0,0,0,0
Roxana Cogianu,ROU,rowing,0,0,1,1
Roxana Gomez,CUB,athletics,0,0,0,0
Roxanne Barker,RSA,football,0,0,0,0
Roxroy Cato,JAM,athletics,0,0,0,0
Roy Krishna,FIJ,football,0,0,0,0
Roy Meyer,NED,judo,0,0,0,0
Roy Schmidt,GER,athletics,0,0,0,0
Rozaliya Nasretdinova,RUS,aquatics,0,0,0,0
Ruaridh McConnochie,GBR,rugby sevens,0,1,0,1
Ruben Aleksanyan,ARM,weightlifting,0,0,0,0
Ruben Limardo Gascon,VEN,fencing,0,0,0,0
Ruben Scheire,BEL,cycling,0,0,0,0
Ruben Voisard Rezola,ARG,canoe,0,0,0,0
Rubens Donizete Valeriano,BRA,cycling,0,0,0,0
Ruby Harrold,GBR,gymnastics,0,0,0,0
Ruby Tew,NZL,rowing,0,0,0,0
Ruby Tui,NZL,rugby sevens,0,1,0,1
Ruda Franco,BRA,aquatics,0,0,0,0
Ruddy Zang Milama,GAB,athletics,0,0,0,0
Rudi van Houts,NED,cycling,0,0,0,0
Rudo Neshamba,ZIM,football,0,0,0,0
Rudolf Knijnenburg,BOL,shooting,0,0,0,0
Rudy Fernandez,ESP,basketball,0,0,1,1
Rudy Gobert,FRA,basketball,0,0,0,0
Rudy Verhoeff,CAN,volleyball,0,0,0,0
Rudy Winkler,USA,athletics,0,0,0,0
Rufat Huseynov,AZE,boxing,0,0,0,0
Ruggero Pertile,ITA,athletics,0,0,0,0
Ruggero Tita,ITA,sailing,0,0,0,0
Rui Alberto Faria da Costa,POR,cycling,0,0,0,0
Rui Braganca,POR,taekwondo,0,0,0,0
Rui Machida,JPN,basketball,0,0,0,0
Rui Pedro Silva,POR,athletics,0,0,0,0
Rui Xu,CHN,wrestling,0,0,0,0
Rui Zhang,CHN,football,0,0,0,0
Rumen Dimitrov,BUL,athletics,0,0,0,0
Runa Imai,JPN,aquatics,0,0,0,0
Rune Hermans,BEL,gymnastics,0,0,0,0
Ruolin Chen,CHN,aquatics,1,0,0,1
Ruoqi Hui,CHN,volleyball,1,0,0,1
Rupinder Pal Singh,IND,hockey,0,0,0,0
Rushana Nurjavova,TKM,judo,0,0,0,0
Rusheen McDonald,JAM,athletics,0,1,0,1
Rushlee Buchanan,NZL,cycling,0,0,0,0
Rushwal Samaai,RSA,athletics,0,0,0,0
Rusila Nagasau,FIJ,rugby sevens,0,0,0,0
Ruslan Dmytrenko,UKR,athletics,0,0,0,0
Ruslan Kurbanov,UZB,athletics,0,0,0,0
Ruslan Lunev,AZE,shooting,0,0,0,0
Ruslan Nurudinov,UZB,weightlifting,1,0,0,1
Ruslan Tsarev,KGZ,wrestling,0,0,0,0
Ruslan Zhaparov,KAZ,taekwondo,0,0,0,0
Ruslana Tsykhotska,UKR,athletics,0,0,0,0
Ruslans Nakonechnyi,LAT,modern pentathlon,0,0,0,0
Rustam Assakalov,UZB,wrestling,0,0,0,0
Rustam Djangabaev,UZB,weightlifting,0,0,0,0
Rustam Orujov,AZE,judo,0,1,0,1
Rustam Tulaganov,UZB,boxing,0,0,1,1
Ruta Meilutyte,LTU,aquatics,0,0,0,0
Rutendo Joan Nyahora,ZIM,athletics,0,0,0,0
Rutendo Makore,ZIM,football,0,0,0,0
Rutger van Schaardenburg,NED,sailing,0,0,0,0
Ruth Beitia,ESP,athletics,1,0,0,1
Ruth Jebet,BRN,athletics,1,0,0,1
Ruth Marie Christelle Gbagbi,CIV,taekwondo,0,0,1,1
Ruth Sophia Spelmeyer,GER,athletics,0,0,0,0
Ruth Winder,USA,cycling,0,0,0,0
Ruvimbo Mutyavaviri,ZIM,football,0,0,0,0
Ruy Fonseca,BRA,equestrian,0,0,0,0
Ruyin Tan,CHN,football,0,0,0,0
Ryad Keniche,ALG,football,0,0,0,0
Ryan Archibald,NZL,hockey,0,0,0,0
Ryan Bailie,AUS,triathlon,0,0,0,0
Ryan Broekhoff,AUS,basketball,0,0,0,0
Ryan Carlyle,USA,rugby sevens,0,0,0,0
Ryan Cochrane,CAN,aquatics,0,0,0,0
Ryan Cochrane,CAN,canoe,0,0,0,0
Ryan Crouser,USA,athletics,1,0,0,1
Ryan Fisher,AUS,triathlon,0,0,0,0
Ryan Fox,NZL,golf,0,0,0,0
Ryan Gregson,AUS,athletics,0,0,0,0
Ryan Held,USA,aquatics,1,0,0,1
Ryan Lochte,USA,aquatics,1,0,0,1
Ryan Murphy,USA,aquatics,3,0,0,3
Ryan Patterson,RSA,gymnastics,0,0,0,0
Ryan Pini,PNG,aquatics,0,0,0,0
Ryan Seaton,IRL,sailing,0,0,0,0
Ryan Sissons,NZL,triathlon,0,0,0,0
Ryan Taylor,NZL,shooting,0,0,0,0
Ryan Tyack,AUS,archery,0,0,1,1
Rynardt van Rensburg,RSA,athletics,0,0,0,0
Ryohei Arai,JPN,athletics,0,0,0,0
Ryohei Kato,JPN,gymnastics,1,0,0,1
Ryosuke Irie,JPN,aquatics,0,0,0,0
Ryota Ohshima,JPN,football,0,0,0,0
Ryota Yamagata,JPN,athletics,0,1,0,1
Ryunosuke Haga,JPN,judo,0,0,1,1
Ryuzo Kitajima,JPN,equestrian,0,0,0,0
S.S.P. Chawrasia,IND,golf,0,0,0,0
Sa Rang Kim,KOR,badminton,0,0,0,0
Saad Luaibi,IRQ,football,0,0,0,0
Sabah Shariati,AZE,wrestling,0,0,1,1
Sabina Asenjo,ESP,athletics,0,0,0,0
Sabina Ashirbayeva,KAZ,gymnastics,0,0,0,0
Sabina Jacobsen,SWE,handball,0,0,0,0
Sabina Mikina,AZE,fencing,0,0,0,0
Sabina Veit,SLO,athletics,0,0,0,0
Sabine Kusterer,GER,weightlifting,0,0,0,0
Sabine Spitz,GER,cycling,0,0,0,0
Sabrina Ameghino,ARG,canoe,0,0,0,0
Sabrina D Angelo,CAN,football,0,0,1,1
Sabrina Delannoy,FRA,football,0,0,0,0
Sabrina Filzmoser,AUT,judo,0,0,0,0
Sabrina Hering,GER,canoe,0,1,0,1
Sabrina Jaquet,SUI,badminton,0,0,0,0
Sacha Valleau,FRA,rugby sevens,0,0,0,0
Sachi Mochida,JPN,aquatics,0,0,0,0
Sadiq Umar,NGR,football,0,0,1,1
Sae Miyakawa,JPN,gymnastics,0,0,0,0
Saeed Almaktoum,UAE,shooting,0,0,0,0
Saehyuk Joo,KOR,table tennis,0,0,0,0
Saeid Mollaei,IRI,judo,0,0,0,0
Saeid Morad Abdvali,IRI,wrestling,0,0,1,1
Safa Saidani,TUN,table tennis,0,0,0,0
Safwan Khalil,AUS,taekwondo,0,0,0,0
Sage Watson,CAN,athletics,0,0,0,0
Sagi Muki,ISR,judo,0,0,0,0
Sahily Diago,CUB,athletics,0,0,0,0
Sahit Prizreni,AUS,wrestling,0,0,0,0
Saidi Juma Makula,TAN,athletics,0,0,0,0
Saif Bin Futtais,UAE,shooting,0,0,0,0
Saily Viart,CUB,athletics,0,0,0,0
Saina Nehwal,IND,badminton,0,0,0,0
Saisai Zheng,CHN,tennis,0,0,0,0
Saiyidah Mohamed Rafa'ee,SIN,rowing,0,0,0,0
Saiyinjirigala,CHN,judo,0,0,0,0
Sajan Prakash Prakash,IND,aquatics,0,0,0,0
Sajjad Mardani,IRI,taekwondo,0,0,0,0
Sakiko Shimizu,JPN,aquatics,0,0,0,0
Sakina Karchaoui,FRA,football,0,0,0,0
Sakiyo Asano,JPN,hockey,0,0,0,0
Sakshi Malik,IND,wrestling,0,0,1,1
Sakura Noshitani,JPN,gymnastics,0,0,0,0
Sakura Tsukagoshi,JPN,cycling,0,0,0,0
Salem Eid Yaqoob,BRN,athletics,0,0,0,0
Salim Keddar,ALG,athletics,0,0,0,0
Salima Elouali Alami,MAR,athletics,0,0,0,0
Sally Conway,GBR,judo,0,0,1,1
Sally Kehoe,AUS,rowing,0,0,0,0
Sally Rutherford,NZL,hockey,0,0,0,0
Sally Yee,FIJ,table tennis,0,0,0,0
Salma Negmeldin,EGY,aquatics,0,0,0,0
Salome Kora,SUI,athletics,0,0,0,0
Salome Nyirarukundo,RWA,athletics,0,0,0,0
Salome Pazhava,GEO,gymnastics,0,0,0,0
Salvador,POR,football,0,0,0,0
Salvador Piera,ESP,hockey,0,0,0,0
Salvatore Rossini,ITA,volleyball,0,1,0,1
Salwa Eid Naser,BRN,athletics,0,0,0,0
Salwan Jasim Abbood Abbood,IRQ,weightlifting,0,0,0,0
Sam Cross,GBR,rugby sevens,0,1,0,1
Sam Crouser,USA,athletics,0,0,0,0
Sam Dickson,NZL,rugby sevens,0,0,0,0
Sam Dommer,USA,rowing,0,0,0,0
Sam Dorman,USA,aquatics,0,1,0,1
Sam Griffiths,AUS,equestrian,0,0,1,1
Sam Groth,AUS,tennis,0,0,0,0
Sam Kendricks,USA,athletics,0,0,1,1
Sam McEntee,AUS,athletics,0,0,0,0
Sam Meech,NZL,sailing,0,0,1,1
Sam Townsend,GBR,rowing,0,0,0,0
Sam Ward,GBR,hockey,0,0,0,0
Sam Webster,NZL,cycling,0,1,0,1
Sam Welsford,AUS,cycling,0,1,0,1
Sam Willoughby,AUS,cycling,0,0,0,0
Saman Ahmed Tahmasebi,AZE,wrestling,0,0,0,0
Samantha Arevalo,ECU,aquatics,0,0,0,0
Samantha Birch,AUS,equestrian,0,0,0,0
Samantha Charlton,NZL,hockey,0,0,0,0
Samantha Kassman,PNG,taekwondo,0,0,0,0
Samantha Kerr,AUS,football,0,0,0,0
Samantha Mewis,USA,football,0,0,0,0
Samantha Murray,GBR,modern pentathlon,0,0,0,0
Samantha Quek,GBR,hockey,1,0,0,1
Samantha Roberts,ANT,aquatics,0,0,0,0
Samantha Stosur,AUS,tennis,0,0,0,0
Samar Amer Ibrahim Hamza,EGY,wrestling,0,0,0,0
Sami Hill,USA,aquatics,1,0,0,1
Samia Ahmed,EGY,aquatics,0,0,0,0
Samir Ait Said,FRA,gymnastics,0,0,0,0
Samira Amirova,UZB,gymnastics,0,0,0,0
Samira Ouass,MAR,weightlifting,0,0,0,0
Samira Rocha,BRA,handball,0,0,0,0
Samisoni Viriviri,FIJ,rugby sevens,1,0,0,1
Samkelisiwe Zulu,ZIM,football,0,0,0,0
Samson Samuel Opuakpo Forcados,NGR,aquatics,0,0,0,0
Samuel Albrecht,BRA,sailing,0,0,0,0
Samuel Carmona Heredia,ESP,boxing,0,0,0,0
